Data used in the analysis.  Please note that blank fields indicate that data were not provided in the original publication.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,marine,,adult,,,,,enzymes: U/g tissue; metabolic rate = MR: umol/g/h; locomotion: BL/s,,,,,,acclimatization temps for terrestrial or large animals = mean body temperatures,,variation as s.e.,,,,,,,,,,,,,,,,,,,,,,
Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,Gasterosteus,aculeatus,Gasterosteus aculeatus,0.000692625,0.692625000,-0.159501837,ex situ,"Guderley et al 2001 PBZ 74, 66-81",f,w,j,":isle-Verte, Quebec, Canada",48,48,69.35,1,77,1.886490725,CS,"muscle, pectoral",8,23,23.03,2.303,10,31.64,0.524938092,10,19.51,2.21675664,10,30.12,3.25714599,10,1.235838416,1.195934386,0.195934386,-0.705678447,0.705678447,10,2.028,,STUDY CONFOUNDS TEMP AND WEIGHT,,"Guderley et al 2001 PBZ 74, 66-79",Complete
Chordata,Actinopterygii,Perciformes,Zoarcidae,Zoarces,americanus,Zoarces americanus,0.000280000,0.280000000,-0.552841969,in situ,"Killen et al 2008 J Fish Biol 72, 763-772",m,w,j,"Logy Bay, Newfoundland, Canada",47.65,47.65,52.7,1,28,1.447158031,CS,whole body,3,11,0.49,0.08,7,0.76,0.2,7,0.57,0.05,7,0.9,0.17,7,1.730899651,2.138247814,1.138247814,0.056618204,-0.056618204,7,0.150,,,,"Killen et al 2008 J Fish Biol 72, 763-773",Complete
Chordata,Amphibia,Anura,Myobatrachidae,Limnodynastes,peronii,Limnodynastes peronii,0.000270000,0.270000000,-0.568636236,ex situ,"Marshall, E. and G. C. Grigg (1980). ""LACK OF METABOLIC ACCLIMATION TO DIFFERENT THERMAL HISTORIES BY TADPOLES OF LIMNODYNASTES-PERONI (ANURA, LEPTODACTYLIDAE)."" Physiological Zoology 53(1): 1-7.",f,w,j,"Sydney, Australia",33.85,33.85,151.2,1,42,1.62324929,CS,"muscle, mixed",10,20,8.2,1,8,8.8,0.9,8,6.2,2,8,6.5,3,8,1.073170732,0.792682927,0.207317073,-0.681275135,0.681275135,8,1.633,,,,"Rogers et al 2004 Comp Biochem Physiol A 137, 731-739",Complete
Chordata,Actinopterygii,Salmoniformes,Salmonidae,Onchorhynchus,mykiss,Onchorhynchus mykiss,0.342500000,342.500000000,2.534660576,ex situ,"Bouchard and Guderley 2003 JEB 206, 3455-3466",f,c,j,"Ile d'Orleans, Quebec, Canada",46.56,46.56,70.58,1,56,1.748188027,CPT1,"muscle, red",5,15,0.37,0.02,15,0.74,0.03,15,0.2,0.01,14,0.42,0.02,14,2,1.135135135,0.135135135,-0.866029773,0.866029773,14.66666667,0.023,,,,"Bouchard and Guderley 2003 JEB 206, 3455-3466",Complete
Chordata,Reptilia,Crocodylia,Crocodilidae,Crocodylus,porosus,Crocodylus porosus,0.723000000,723.000000000,2.859138297,ex situ,"Seebacher and James 2008 Am J Physiol 294, R1024-R1032",f,c,j,"Darwin, Australia",12.45,12.45,130.85,1,30,1.477121255,COX,"muscle, caudofemoralis",20,30,1.61,0.2,8,3.2,0.4,8,1.6,0.2,8,3.6,0.3,8,1.98757764,2.236024845,1.236024845,0.092378422,-0.092378422,8,0.300,,,,"Seebacher and James 2008 Am J Physiol 294, R1024-R1033",Complete
Chordata,Actinopterygii,Salmoniformes,Salmonidae,Onchorhynchus,mykiss,Onchorhynchus mykiss,0.342500000,342.500000000,2.534660576,ex situ,"Bouchard and Guderley 2003 JEB 206, 3455-3467",f,c,j,"Ile d'Orleans, Quebec, Canada",46.56,46.56,70.58,1,56,1.748188027,COX,"muscle, red",5,15,54.3,3,15,65.5,3,15,50.4,2.5,14,64.1,3.5,14,1.20626151,1.180478821,0.180478821,-0.74117405,0.74117405,14.66666667,3.167,,,,"Bouchard and Guderley 2003 JEB 206, 3455-3467",Complete
Chordata,Reptilia,Crocodylia,Crocodilidae,Crocodylus,porosus,Crocodylus porosus,0.177000000,177.000000000,2.247973266,ex situ,"Glanville and Seebacher 2006 JEB 209, 4869-4877",f,c,j,"Darwin, Australia",12.45,12.45,130.86,1,33,1.51851394,COX,heart,20,29,7.5,1,8,6.9,1.3,8,8.1,0.7,9,10.7,1.2,9,0.911515908,1.484121513,0.484121513,-0.314149466,0.314149466,8.333333333,1.167,,,,"Glanville and Seebacher 2006 JEB 209, 4869-4883",Complete
Chordata,Reptilia,Crocodylia,Crocodilidae,Crocodylus,porosus,Crocodylus porosus,0.177000000,177.000000000,2.247973266,ex situ,"Glanville and Seebacher 2006 JEB 209, 4869-4877",f,c,j,"Darwin, Australia",12.45,12.45,130.86,1,33,1.51851394,COX,liver  ,20,29,14.7,1.1,8,7.5,0.9,8,8.3,1.2,9,9.8,1.2,9,0.473446632,0.637298719,0.362701281,-0.439255169,0.439255169,8.333333333,1.067,,,,"Glanville and Seebacher 2006 JEB 209, 4869-4882",Complete
Chordata,Reptilia,Crocodylia,Crocodilidae,Crocodylus,porosus,Crocodylus porosus,0.177000000,177.000000000,2.247973266,ex situ,"Glanville and Seebacher 2006 JEB 209, 4869-4877",f,c,j,"Darwin, Australia",12.45,12.45,130.86,1,33,1.51851394,COX,"muscle, mixed",20,29,4.2,0.5,8,4.8,0.6,8,4.8,0.8,9,6.2,1.2,9,1.159939924,1.541473273,0.541473273,-0.265621654,0.265621654,8.333333333,0.767,,,,"Glanville and Seebacher 2006 JEB 209, 4869-4881",Complete
Chordata,Actinopterygii,Salmoniformes,Salmonidae,Onchorhynchus,mykiss,Onchorhynchus mykiss,0.175000000,175.000000000,2.243038049,ex situ,"Evans, D. O. (1990). ""METABOLIC THERMAL COMPENSATION BY RAINBOW-TROUT - EFFECTS ON STANDARD METABOLIC-RATE AND POTENTIAL USABLE POWER."" Transactions of the American Fisheries Society 119(4): 585-600.",f,c,j,"Ile d'Orleans, Quebec, Canada",46.56,46.56,70.58,1,56,1.748188027,COX,mitochondrial solution,5,15,1.9,0.2,8,3.15,0.3,8,1.2,0.2,7,1.95,0.5,7,1.657894737,1.026315789,0.026315789,-1.563586243,1.563586243,7.666666667,0.333,,,,"Kraffe et al 2007 JEB 210, 149-165",Complete
Chordata,Actinopterygii,Perciformes,Centrarchidae,Pomonix,annularis,Pomonix annularis,0.145000000,145.000000000,2.161368002,ex situ,"Tschantz et al 2002 PBZ 75, 544-584",f,w,a,Portage Lakes,41,41,81.5,1,42,1.62324929,COX,heart,5,25,40.02,5,4,49,10,4,22.5,7,4,36,8,4,1.106520585,0.948446216,0.051553784,-1.279396009,1.279396009,4,7.667,,Confounded body size with acclimation temperature,,"Tschantz et al 2002 PBZ 75, 544-564",Complete
Chordata,Actinopterygii,Perciformes,Centrarchidae,Pomonix,annularis,Pomonix annularis,0.145000000,145.000000000,2.161368002,ex situ,"Tschantz et al 2002 PBZ 75, 544-584",f,w,a,Portage Lakes,41,41,81.5,1,42,1.62324929,COX,"muscle, white",5,25,5.4,0.6,4,6.35,1.5,4,2.4,0.7,4,8,2,4,1.084401183,1.217161239,0.217161239,-0.661222409,0.661222409,4,1.367,,Confounded body size with acclimation temperature,,"Tschantz et al 2002 PBZ 75, 544-574",Complete
Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,salmoides,Micropterus salmoides,0.121000000,121.000000000,2.082785370,ex situ,"Tschantz et al 2002 PBZ 75, 544-584",f,c,a,"Baltic, OH, USA",40.45,40.45,81.7,1,42,1.62324929,COX,"muscle, white",5,25,1.5,0.6,3,3.9,0.8,3,1.45,0.5,3,2.05,0.1,3,1.61245155,1.169045194,0.169045194,-0.769435637,0.769435637,3,0.500,,Confounded body size with acclimation temperature,,"Tschantz et al 2002 PBZ 75, 544-571",Complete
Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,salmoides,Micropterus salmoides,0.121000000,121.000000000,2.082785370,ex situ,"Tschantz et al 2002 PBZ 75, 544-584",f,c,a,"Baltic, OH, USA",40.45,40.45,81.7,1,42,1.62324929,COX,heart,5,25,19.7,7,3,28,2,3,5,0.5,3,22,2,3,1.192191175,1.056764529,0.056764529,-1.238338766,1.238338766,3,3.667,,Confounded body size with acclimation temperature,,"Tschantz et al 2002 PBZ 75, 544-561",Complete
Chordata,Reptilia,Crocodylia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,0.101000000,101.000000000,2.004321374,ex situ,"Guderley and Seebacher 2011 J. Comp. Physiol. B 181, 53-72",f,c,j,"Sydney, Australia",33.35,33.35,151.2,1,42,1.62324929,COX,"muscle, mixed",20,30,3.760798,0.8448894,9,5.180628,0.7970123,9,2.526505,0.4870733,8,3.060537,0.6168723,8,1.377534236,0.81379989,0.18620011,-0.727693901,0.727693901,8.666666667,0.753,,,,"Guderley and Seebacher 2011 J. Comp. Physiol. B 181, 53-71",Complete
Chordata,Reptilia,Crocodylia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,0.101000000,101.000000000,2.004321374,ex situ,"Guderley and Seebacher 2011 J. Comp. Physiol. B 181, 53-69",f,c,j,"Sydney, Australia",33.35,33.35,151.2,1,42,1.62324929,COX,duodenum,20,30,5.48,0.76,9,7.267888,1.015905,9,3.510798,0.4456992,8,4.502945,0.6196651,8,1.326256934,0.821705292,0.178294708,-0.746432529,0.746432529,8.666666667,0.799,,,,"Guderley and Seebacher 2011 J. Comp. Physiol. B 181, 53-68",Complete
Chordata,Reptilia,Crocodylia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,0.101000000,101.000000000,2.004321374,ex situ,"Guderley and Seebacher 2011 J. Comp. Physiol. B 181, 53-71",f,c,j,"Sydney, Australia",33.35,33.35,151.2,1,42,1.62324929,COX,liver,20,30,5.477022,0.758207,9,7.267888,1.015905,9,3.510798,0.4456992,8,4.502945,0.6196651,8,1.326978055,0.822152075,0.177847925,-0.747516093,0.747516093,8.666666667,0.798,,,,"Guderley and Seebacher 2011 J. Comp. Physiol. B 181, 53-70",Complete
Chordata,Amphibia,Anura,Bufonidae,Rhinella,marina,Rhinella marina,0.101000000,101.000000000,2.004321374,ex situ,"Feder, M. E. (1982). ""ENVIRONMENTAL VARIABILITY AND THERMAL-ACCLIMATION OF METABOLISM IN TROPICAL ANURANS."" Journal of Thermal Biology 7(1): 23-28.",t,w,a,"Brisbane, Australia",27.45,27.45,153.35,1,28,1.447158031,COX,liver,20,30,7.5,1,10,12.5,0.9,10,9.5,2.1,10,14.7,2.6,10,1.666666667,1.96,0.96,-0.017276612,0.017276612,10,1.500,,,,"Seebacher adn Franklin 2011 JEB 214, 1437-1447",Complete
Chordata,Reptilia,Crocodylia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,0.101000000,101.000000000,2.004321374,ex situ,"Guderley and Seebacher 2011 J. Comp. Physiol. B 181, 53-70",f,c,j,"Sydney, Australia",33.35,33.35,151.2,1,42,1.62324929,COX,heart,20,30,23.66318,2.969846,9,28.81995,3.580819,9,27.34359,4.792319,8,33.51833,6.154981,8,1.217923796,1.416476146,0.416476146,-0.379368335,0.379368335,8.666666667,4.235,,,,"Guderley and Seebacher 2011 J. Comp. Physiol. B 181, 53-69",Complete
Chordata,Amphibia,Anura,Bufonidae,Rhinella,marina,Rhinella marina,0.101000000,101.000000000,2.004321374,ex situ,"Feder, M. E. (1982). ""ENVIRONMENTAL VARIABILITY AND THERMAL-ACCLIMATION OF METABOLISM IN TROPICAL ANURANS."" Journal of Thermal Biology 7(1): 23-28.",t,w,a,"Brisbane, Australia",27.45,27.45,153.35,1,28,1.447158031,COX,"muscle, vastis lateralis",20,30,10.95,0.8,10,16.11,0.74,10,10.65,0.96,10,15.3,1.3,10,1.471232877,1.397260274,0.397260274,-0.399833012,0.399833012,10,0.947,,,,"Seebacher adn Franklin 2011 JEB 214, 1437-1446",Complete
Chordata,Actinopterygii,Perciformes,Nototheniidae,Pagothenia,borchgrevincki,Pagothenia borchgrevincki,0.090000000,90.000000000,1.954242509,in situ,"Franklin et al 2007 JEB 210, 3068-3079",m,w,a,"Scott Base, Antarctica",77.85,77.85,166.75,1,42,1.62324929,COX,"muscle, pectoral",-1,4,21.47,1.98,10,26.56,2.56,10,30.47,3.02,10,38.45,4.11,10,1.530354527,3.207218877,2.207218877,0.344042118,-0.344042118,10,2.883,,,,"Seebacher et al. 2005 Biol Lett 1, 151-159",Complete
Chordata,Actinopterygii,Perciformes,Centrarchidae,Pomonix,nigromaculatus,Pomonix nigromaculatus,0.090000000,90.000000000,1.954242509,ex situ,"Tschantz et al 2002 PBZ 75, 544-584",f,c,a,"Baltic, OH, USA",40.45,40.45,81.7,1,42,1.62324929,COX,heart,5,25,10,3,3,36,9,3,18,7,3,29,10,3,1.897366596,1.702938637,0.702938637,-0.152465197,0.152465197,3,7.333,,Confounded body size with acclimation temperature,,"Tschantz et al 2002 PBZ 75, 544-565",Complete
Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,cyanellus,Lepomis cyanellus,0.063500000,63.500000000,1.802773725,ex situ,"Tschantz et al 2002 PBZ 75, 544-584",f,c,a,"Baltic, OH, USA",40.45,40.45,81.7,1,42,1.62324929,COX,heart,5,25,19.7,2,5,28.5,3.5,5,18,1.5,5,59.7,15,5,1.202788638,1.740820741,0.740820741,-0.129701028,0.129701028,5,6.833,,Confounded body size with acclimation temperature,,"Tschantz et al 2002 PBZ 75, 544-562",Complete
Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,cyanellus,Lepomis cyanellus,0.063500000,63.500000000,1.802773725,ex situ,"Tschantz et al 2002 PBZ 75, 544-584",f,c,a,"Baltic, OH, USA",40.45,40.45,81.7,1,42,1.62324929,COX,"muscle, white",5,25,2.05,0.1,5,2.9,0.9,5,2.85,1,5,3.5,1.8,5,1.189383936,1.306643438,0.306643438,-0.511952344,0.511952344,5,0.933,,Confounded body size with acclimation temperature,,"Tschantz et al 2002 PBZ 75, 544-572",Complete
Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,macrochirus,Lepomis macrochirus,0.046000000,46.000000000,1.662757832,ex situ,"Tschantz et al 2002 PBZ 75, 544-584",f,w,a,Bath Nature Reserve,41.15,41.15,81.65,1,42,1.62324929,COX,"muscle, white",5,25,3,0.8,7,5,0.8,7,0.5,0.01,5,1,0.1,5,1.290994449,0.577350269,0.422649731,-0.372993065,0.372993065,6.333333333,0.567,,Confounded body size with acclimation temperature,,"Tschantz et al 2002 PBZ 75, 544-573",Complete
Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,macrochirus,Lepomis macrochirus,0.046000000,46.000000000,1.662757832,ex situ,"Tschantz et al 2002 PBZ 75, 544-584",f,w,a,Bath Nature Reserve,41.15,41.15,81.65,1,42,1.62324929,COX,heart,5,25,13,2,7,24,7,7,11,3,5,20.3,6,5,1.358732441,1.249615325,0.249615325,-0.600992375,0.600992375,6.333333333,5.000,,Confounded body size with acclimation temperature,,"Tschantz et al 2002 PBZ 75, 544-563",Complete
Chordata,Amphibia,Anura,Myobatrachidae,Limnodynastes,peronii,Limnodynastes peronii,0.020000000,20.000000000,1.301029996,ex situ,http://jeb.biologists.org/content/jexbio/203/12/1937.full.pdf,f,w,a,"Sydney, Australia",33.85,33.85,151.2,1,60,1.77815125,COX,"muscle, external oblique, females",15,25,5,1.2,5,6.2,1.3,5,3.5,0.6,5,8.2,3,5,1.24,1.64,0.64,-0.19314197,0.19314197,5,1.833,,,,"Rogers et al 2007 JEB 210, 2932-2949",Complete
Chordata,Amphibia,Anura,Myobatrachidae,Limnodynastes,peronii,Limnodynastes peronii,0.020000000,20.000000000,1.301029996,ex situ,http://jeb.biologists.org/content/jexbio/203/12/1937.full.pdf,f,w,a,"Sydney, Australia",33.85,33.85,151.2,1,60,1.77815125,COX,liver,15,25,5.6,0.3,5,5.8,0.6,5,3,0.3,5,4.8,0.6,5,1.035714286,0.857142857,0.142857143,-0.842068569,0.842068569,5,0.500,,,,"Rogers et al 2007 JEB 210, 2932-2943",Complete
Chordata,Amphibia,Anura,Myobatrachidae,Limnodynastes,peronii,Limnodynastes peronii,0.020000000,20.000000000,1.301029996,ex situ,http://jeb.biologists.org/content/jexbio/203/12/1937.full.pdf,f,w,a,"Sydney, Australia",33.85,33.85,151.2,1,60,1.77815125,COX,"muscle, gastrocnemius",15,25,4,0.5,5,4.6,0.5,5,3.5,0.4,5,4.3,0.5,5,1.15,1.075,0.075,-1.119186408,1.119186408,5,0.500,,,,"Rogers et al 2007 JEB 210, 2932-2940",Complete
Chordata,Amphibia,Anura,Myobatrachidae,Limnodynastes,peronii,Limnodynastes peronii,0.020000000,20.000000000,1.301029996,ex situ,http://jeb.biologists.org/content/jexbio/203/12/1937.full.pdf,f,w,a,"Sydney, Australia",33.85,33.85,151.2,1,60,1.77815125,COX,"muscle, external oblique, males",15,25,11.6,0.8,5,13.2,2.7,5,6.4,0.7,5,12.4,2.4,5,1.137931034,1.068965517,0.068965517,-1.155115951,1.155115951,5,1.967,,,,"Rogers et al 2007 JEB 210, 2932-2946",Complete
Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,mossambicus,Oreochromis mossambicus,0.008990000,8.990000000,0.953759692,ex situ,"Schnell and Seebacher 2008 PBZ 81, 733-747",f,w,j,"SE QLD, Australia",28,28,153,1,28,1.447158031,COX,"muscle, mixed",14,22,1.6,0.2,15,2.1,0.2,15,1.6,0.2,15,1.8,0.4,15,1.404831188,1.158619018,0.158619018,-0.796915364,0.796915364,15,0.267,,,,"Schnell and Seebacher 2008 PBZ 81, 733-747",Complete
Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,mossambicus,Oreochromis mossambicus,0.008990000,8.990000000,0.953759692,ex situ,"Schnell and Seebacher 2008 PBZ 81, 733-747",f,w,j,"SE QLD, Australia",28,28,153,1,28,1.447158031,COX,liver,14,22,3,0.6,15,3.9,0.8,15,2,0.6,15,3.6,1,15,1.388126964,1.255962167,0.255962167,-0.590130813,0.590130813,15,0.800,,,,"Schnell and Seebacher 2008 PBZ 81, 733-746",Complete
Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,viridescens,Notophthalmus viridescens,0.003086667,3.086666667,0.489489732,ex situ,"Berner and Puckett 2010 J. Exp. Zool. 313A, 231-239",f,c,a,"Nashville, Te, USA",36.2,36.2,86.75,1,84,1.924279286,COX,"muscle, mixed",8,26,4.7,0.3,10,8.5,0.6,10,3.4,0.2,10,6.9,0.5,10,1.389812293,1.237768921,0.237768921,-0.622022203,0.622022203,10,0.467,,,,"Berner and Puckett 2010 J. Exp. Zool. 313A, 231-240",Complete
Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,Gasterosteus,aculeatus,Gasterosteus aculeatus,0.000692625,0.692625000,-0.159501837,ex situ,"Guderley et al 2001 PBZ 74, 66-81",f,w,j,":isle-Verte, Quebec, Canada",48,48,69.35,1,77,1.886490725,COX,"muscle, axial",8,23,3.87,0.387,10,5.45,0.5945082,10,4.59,0.471179371,10,6.79,0.629293254,10,1.256387745,1.454696988,0.454696988,-0.341323842,0.341323842,10,0.537,,STUDY CONFOUNDS TEMP AND WEIGHT,,"Guderley et al 2001 PBZ 74, 66-75",Complete
Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,Gasterosteus,aculeatus,Gasterosteus aculeatus,0.000692625,0.692625000,-0.159501837,ex situ,"Guderley et al 2001 PBZ 74, 66-81",f,w,j,":isle-Verte, Quebec, Canada",48,48,69.35,1,77,1.886490725,CK,"muscle, axial",8,23,417,41.7,10,884,86.04557513,10,538.6,79.40479205,10,1184,127.4714125,10,1.650228716,2.00513568,1.00513568,0.00265655,-0.00265655,10,85.072,,STUDY CONFOUNDS TEMP AND WEIGHT,,"Guderley et al 2001 PBZ 74, 66-76",Complete
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,carpio,Cyprinus carpio,0.735000000,735.000000000,2.866287339,ex situ,"Crockford, T. and I. A. Johnston (1990). ""TEMPERATURE-ACCLIMATION AND THE EXPRESSION OF CONTRACTILE PROTEIN ISOFORMS IN THE SKELETAL-MUSCLES OF THE COMMON CARP (CYPRINUS-CARPIO L)."" Journal of Comparative Physiology B-Biochemical Systemic and Environmental Physiology 160(1): 23-30.",f,c,a,Kiel,54.325,54.325,10.142556,1,30,1.477121255,CCO ,red muscle,10,30,1412,115,5,3003,267,5,1096,60,5,2230,142,5,1.458345137,1.256710035,0.256710035,-0.588868669,0.588868669,5,174.667,,nmol/mg protein/min,,"Wodtke, E. (1981). ""TEMPERATURE ADAPTATION OF BIOLOGICAL-MEMBRANES - COMPENSATION OF THE MOLAR ACTIVITY OF CYTOCHROME-C OXIDASE IN THE MITOCHONDRIAL ENERGY-TRANSDUCING MEMBRANE DURING THERMAL-ACCLIMATION OF THE CARP (CYPRINUS-CARPIO L)."" Biochimica Et Biophysica Acta 640(3): 710-720.",Complete
Chordata,Actinopterygii,Perciformes,Nototheniidae,Pagothenia,borchgrevincki,Pagothenia borchgrevincki,0.090000000,90.000000000,1.954242509,in situ,"Franklin et al 2007 JEB 210, 3068-3074",m,w,a,"Ross Sea, Antarctica",77.85,77.85,166.65,1,30,1.477121255,cardiac output,rest,-1,4,22.5,3,8,37,6,8,31,3,8,24.5,2,8,2.704197531,1.185679012,0.185679012,-0.728904505,0.728904505,8,3.667,,mml/min kg,,"Franklin et al 2007 JEB 210, 3068-3074",Complete
Chordata,Actinopterygii,Perciformes,Nototheniidae,Pagothenia,borchgrevincki,Pagothenia borchgrevincki,0.090000000,90.000000000,1.954242509,in situ,"Franklin et al 2007 JEB 210, 3068-3074",m,w,a,"Ross Sea, Antarctica",77.85,77.85,166.65,1,30,1.477121255,cardiac output,max,-1,4,60,10,8,60.5,8,8,43,5,8,53,7,8,1.016736111,0.780277778,0.219722222,-0.65615394,0.65615394,8,8.333,,mml/min kg,,"Franklin et al 2007 JEB 210, 3068-3075",Complete
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,carpio,Cyprinus carpio,0.691000000,691.000000000,2.839478047,ex situ,"Fleming, J. R., et al. (1990). ""EFFECTS OF TEMPERATURE-ACCLIMATION ON MUSCLE-RELAXATION IN THE CARP - A MECHANICAL, BIOCHEMICAL, AND ULTRASTRUCTURAL-STUDY."" Journal of Experimental Zoology 255(3): 286-295.",f,c,a,"Humberside, England",53.6,53.6,-0.5,1,30,1.477121255,Ca ATPase,muscle SR,8,20,93,8,5,206,27,5,58,5,5,161,11,5,1.940082626,1.579861829,0.579861829,-0.235927162,0.235927162,5,15.333,,nmol p/mg/min,,"Fleming, J. R., et al. (1990). ""EFFECTS OF TEMPERATURE-ACCLIMATION ON MUSCLE-RELAXATION IN THE CARP - A MECHANICAL, BIOCHEMICAL, AND ULTRASTRUCTURAL-STUDY."" Journal of Experimental Zoology 255(3): 286-295.",Complete
Arthropoda,Malacaostraca,Decapoda,Parastacidae,Euastacus,sulcatus,Euastacus sulcatus,0.191000000,191.000000000,2.281033367,in situ,"Lowe et al 2010 J Comp Physiol 180, 653-660",f,w,a,"Cave Creek, QLD, Australia",28.15,28.15,153.25,1,28,1.447158031,bite force,chelae,10,20,50,3,16,58,4,16,48,4,15,58,5,15,1.16,1.16,0.16,-0.793174124,0.793174124,15.66666667,4.000,,N,,"Lowe et al 2010 J Comp Physiol 180, 653-660",Complete
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,carpio,Cyprinus carpio,0.735000000,735.000000000,2.866287339,ex situ,"Crockford, T. and I. A. Johnston (1990). ""TEMPERATURE-ACCLIMATION AND THE EXPRESSION OF CONTRACTILE PROTEIN ISOFORMS IN THE SKELETAL-MUSCLES OF THE COMMON CARP (CYPRINUS-CARPIO L)."" Journal of Comparative Physiology B-Biochemical Systemic and Environmental Physiology 160(1): 23-30.",f,c,a,"Humberside, England",53.6,53.6,-0.5,1,96,1.982271233,ATPase,muscle ,8,20,0.052,0.012,6,0.016,0.01,6,0.032,0.004,6,0.099,0.009,6,0.374481642,1.710119828,0.710119828,-0.148057212,0.148057212,6,0.010,,umol Pi/mg/min,Mg EGTA activated,"Crockford, T. and I. A. Johnston (1990). ""TEMPERATURE-ACCLIMATION AND THE EXPRESSION OF CONTRACTILE PROTEIN ISOFORMS IN THE SKELETAL-MUSCLES OF THE COMMON CARP (CYPRINUS-CARPIO L)."" Journal of Comparative Physiology B-Biochemical Systemic and Environmental Physiology 160(1): 23-30.",Complete
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,carpio,Cyprinus carpio,0.735000000,735.000000000,2.866287339,ex situ,"Crockford, T. and I. A. Johnston (1990). ""TEMPERATURE-ACCLIMATION AND THE EXPRESSION OF CONTRACTILE PROTEIN ISOFORMS IN THE SKELETAL-MUSCLES OF THE COMMON CARP (CYPRINUS-CARPIO L)."" Journal of Comparative Physiology B-Biochemical Systemic and Environmental Physiology 160(1): 23-30.",f,c,a,"Humberside, England",53.6,53.6,-0.5,1,96,1.982271233,ATPase,muscle ,8,20,0.36,0.02,6,0.86,0.05,6,0.18,0.01,6,0.58,0.05,6,2.066156872,1.48800564,0.48800564,-0.310686132,0.310686132,6,0.040,,umol Pi/mg/min,Mg/Ca activated,"Crockford, T. and I. A. Johnston (1990). ""TEMPERATURE-ACCLIMATION AND THE EXPRESSION OF CONTRACTILE PROTEIN ISOFORMS IN THE SKELETAL-MUSCLES OF THE COMMON CARP (CYPRINUS-CARPIO L)."" Journal of Comparative Physiology B-Biochemical Systemic and Environmental Physiology 160(1): 23-30.",Complete
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,carpio,Cyprinus carpio,0.250000000,250.000000000,2.397940009,ex situ,"Harper, A. A., et al. (1990). ""TEMPERATURE-ACCLIMATION EFFECTS ON CARP NERVE - A COMPARISON OF NERVE-CONDUCTION, MEMBRANE FLUIDITY AND LIPID-COMPOSITION."" Journal of Experimental Biology 154: 305-320.",f,c,a,"Newhay, Yorkshire UK",53.77,53.77,,1,21,1.322219295,ATPase,muscle,8,28,0.52,0.05,6,1.55,0.2,6,0.37,0.03,5,1.35,0.2,5,1.726490437,1.611258467,0.611258467,-0.213065201,0.213065201,5.666666667,0.150,,umol Pi/mg/min,,"Harper, A. A., et al. (1990). ""TEMPERATURE-ACCLIMATION EFFECTS ON CARP NERVE - A COMPARISON OF NERVE-CONDUCTION, MEMBRANE FLUIDITY AND LIPID-COMPOSITION."" Journal of Experimental Biology 154: 305-320.",Complete
Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus ,scorpius ,Myoxocephalus  scorpius ,0.172000000,172.000000000,2.235528447,ex situ,"Ball, D. and I. A. Johnston (1996). ""Molecular mechanisms underlying the plasticity of muscle contractile properties with temperature acclimation in the marine fish Myoxocephalus scorpius."" Journal of Experimental Biology 199(6): 1363-1373.",m,w,a,"St Andrews, Scotland",56.3404,56.3404,-2.7955,1,50,1.698970004,ATPase,myofibrillar,5,15,0.16,0.01,6,0.48,0.06,6,0.13,0.01,6,0.44,0.06,6,3,2.75,1.75,0.243286146,-0.243286146,6,0.043,,umol pi mg-1 min-1,,"Ball, D. and I. A. Johnston (1996). ""Molecular mechanisms underlying the plasticity of muscle contractile properties with temperature acclimation in the marine fish Myoxocephalus scorpius."" Journal of Experimental Biology 199(6): 1363-1373.",Complete
